model,manufactured_year,price,mileage,tax,miles_per_gallon,engine_size,car_age,price_per_engine_size,mileage_per_year,transmission_manual,transmission_semi_auto,fuel_type_hybrid,fuel_type_petrol
 A1,2019,21990,4717,145,40.9,2.0,6,10995.0,786.1666666666666,0,0,0,1
 A1,2019,22490,4877,145,40.9,2.0,6,11245.0,812.8333333333334,0,0,0,1
 Q2,2017,18395,24000,145,50.4,1.4,8,13139.285714285716,3000.0,1,0,0,1
 TT,2002,2876,99000,295,30.1,1.8,23,1597.7777777777778,4304.347826086957,1,0,0,1
 Q5,2019,44990,10,145,36.2,2.0,6,22495.0,1.6666666666666667,0,0,0,0
 A4,2019,27990,2260,145,38.7,2.0,6,13995.0,376.6666666666667,0,0,0,1
 A4,2019,22990,2349,145,51.4,2.0,6,11495.0,391.5,0,0,0,0
 Q3,2019,27990,7029,145,40.9,2.0,6,13995.0,1171.5,0,0,0,0
 Q5,2019,33990,220,145,39.2,2.0,6,16995.0,36.666666666666664,0,0,0,0
 Q5,2019,38490,10200,145,38.2,2.0,6,19245.0,1700.0,0,0,0,0
 A5,2019,27999,9150,145,39.8,2.0,6,13999.5,1525.0,0,0,0,1
 A1,2016,12490,12900,0,67.3,1.0,9,12490.0,1433.3333333333333,1,0,0,1
 A1,2016,14245,21516,30,58.9,1.4,9,10175.0,2390.6666666666665,1,0,0,1
 A4,2016,17990,40500,30,67.3,2.0,9,8995.0,4500.0,1,0,0,0
 Q2,2017,20495,20508,145,52.3,1.4,8,14639.285714285716,2563.5,0,0,0,1
 A3,2018,15490,12134,145,70.6,1.6,7,9681.25,1733.4285714285713,1,0,0,0
 Q5,2019,32490,10499,145,38.2,2.0,6,16245.0,1749.8333333333333,0,0,0,0
 A6,2019,31990,3225,145,39.8,3.0,6,10663.333333333334,537.5,0,0,0,0
 Q3,2019,38250,2673,145,45.6,2.0,6,19125.0,445.5,0,0,0,0
 A4,2015,16950,41594,205,47.1,2.0,10,8475.0,4159.4,0,0,0,0
 A3,2015,12950,29255,30,62.8,2.0,10,6475.0,2925.5,0,0,0,0
 A3,2017,15450,21000,150,55.4,1.5,8,10300.0,2625.0,1,0,0,1
 A4,2007,2675,125000,305,34.9,2.0,18,1337.5,6944.444444444444,1,0,0,1
 A4,2005,3195,123000,300,33.6,1.8,20,1775.0,6150.0,1,0,0,1
 A4,2019,28490,2000,145,44.8,2.0,6,14245.0,333.3333333333333,0,0,0,0
 Q3,2016,16450,63938,160,50.4,2.0,9,8225.0,7104.222222222223,0,1,0,0
 TT,2016,15995,52653,30,62.8,2.0,9,7997.5,5850.333333333333,1,0,0,0
 A3,2017,23990,10081,150,43.5,2.0,8,11995.0,1260.125,0,0,0,1
 Q3,2019,29995,10,145,39.8,1.5,6,19996.666666666668,1.6666666666666667,1,0,0,1
 Q3,2019,28490,2688,145,42.8,2.0,6,14245.0,448.0,1,0,0,0
 Q5,2019,39990,2632,145,38.2,2.0,6,19995.0,438.6666666666667,0,0,0,0
 A1,2019,18950,3651,150,47.9,1.0,6,18950.0,608.5,0,0,0,1
 A3,2014,10950,50652,0,74.3,1.6,11,6843.75,4604.727272727273,1,0,0,0
 Q2,2017,16450,22939,150,55.4,1.0,8,16450.0,2867.375,1,0,0,1
 A1,2017,13950,8500,150,67.3,1.0,8,13950.0,1062.5,1,0,0,1
 A3,2016,15995,22219,30,58.9,1.4,9,11425.0,2468.777777777778,0,1,0,1
 A1,2014,12450,23000,0,74.3,1.6,11,7781.25,2090.909090909091,1,0,0,0
 Q5,2017,22950,55903,145,56.5,2.0,8,11475.0,6987.875,0,0,0,0
 A5,2017,24950,15000,150,62.8,2.0,8,12475.0,1875.0,0,0,0,0
 Q2,2019,24490,5000,145,49.6,1.6,6,15306.25,833.3333333333334,1,0,0,0
 A1,2019,23290,5000,145,40.9,2.0,6,11645.0,833.3333333333334,0,0,0,1
 A5,2019,30990,10,145,37.7,2.0,6,15495.0,1.6666666666666667,1,0,0,1
 A5,2019,30990,10,145,37.2,2.0,6,15495.0,1.6666666666666667,1,0,0,1
 A5,2020,30990,10,145,39.8,2.0,5,15495.0,2.0,0,0,0,1
 Q7,2019,44750,7872,145,33.2,3.0,6,14916.666666666666,1312.0,0,0,0,0
 A5,2019,28950,3153,145,48.7,2.0,6,14475.0,525.5,0,0,0,0
 A5,2019,28450,6129,145,48.7,2.0,6,14225.0,1021.5,0,0,0,0
 Q7,2018,51450,18988,145,39.2,4.0,7,12862.5,2712.5714285714284,0,0,0,0
 Q3,2015,21950,31094,200,40.4,2.0,10,10975.0,3109.4,0,0,0,1
 TT,2017,18750,37614,145,46.3,2.0,8,9375.0,4701.75,1,0,0,1
 Q2,2018,19450,11794,145,53.3,1.0,7,19450.0,1684.857142857143,1,0,0,1
 A1,2017,19950,21517,150,39.8,2.0,8,9975.0,2689.625,1,0,0,1
 Q2,2019,20450,6750,150,42.8,1.5,6,13633.333333333334,1125.0,1,0,0,1
 Q2,2017,22950,7325,150,57.7,2.0,8,11475.0,915.625,0,0,0,0
 A1,2014,11950,28061,20,60.1,1.4,11,8535.714285714286,2551.0,1,0,0,1
 A6,2017,21450,37973,145,61.4,2.0,8,10725.0,4746.625,0,0,0,0
 A3,2014,12950,28181,30,57.6,1.2,11,10791.666666666668,2561.909090909091,1,0,0,1
 A7,2018,33950,17087,150,38.2,3.0,7,11316.666666666666,2441.0,0,0,0,0
 Q2,2019,30950,5204,145,33.2,2.0,6,15475.0,867.3333333333334,0,0,0,1
 Q3,2019,28750,3457,145,39.8,1.5,6,19166.666666666668,576.1666666666666,1,0,0,1
 Q3,2019,28450,3878,145,47.1,2.0,6,14225.0,646.3333333333334,0,0,0,0
 A4,2019,28450,3629,145,44.8,2.0,6,14225.0,604.8333333333334,0,0,0,0
 A5,2019,25950,4074,145,51.4,2.0,6,12975.0,679.0,0,0,0,0
 Q7,2020,60950,2402,145,33.2,3.0,5,20316.666666666668,480.4,0,0,0,0
 RS4,2019,59450,5159,145,29.1,2.9,6,20500.0,859.8333333333334,0,0,0,1
 A5,2018,22950,12195,145,67.3,2.0,7,11475.0,1742.142857142857,0,0,0,0
 Q3,2019,27950,2506,145,40.9,1.5,6,18633.333333333332,417.6666666666667,1,0,0,1
 Q3,2019,28250,1534,145,40.9,1.5,6,18833.333333333332,255.66666666666666,1,0,0,1
 A3,2017,18950,33741,145,61.4,2.0,8,9475.0,4217.625,0,0,0,0
 A6,2016,18950,31931,125,57.6,2.0,9,9475.0,3547.8888888888887,0,0,0,0
 RS4,2018,49950,23996,145,32.1,2.9,7,17224.137931034482,3428.0,0,0,0,1
 A4,2017,19450,17563,30,65.7,2.0,8,9725.0,2195.375,0,0,0,0
 A3,2015,19950,27007,200,40.9,2.0,10,9975.0,2700.7,0,0,0,1
 A1,2016,11950,49470,30,55.4,1.4,9,8535.714285714286,5496.666666666667,1,0,0,1
 Q2,2017,18950,24986,145,52.3,1.4,8,13535.714285714286,3123.25,1,0,0,1
 Q3,2019,27490,10,145,40.9,1.5,6,18326.666666666668,1.6666666666666667,1,0,0,1
 A4,2019,25450,9633,145,38.7,2.0,6,12725.0,1605.5,0,0,0,1
 A8,2019,44950,8076,145,28.8,3.0,6,14983.333333333334,1346.0,0,0,0,1
 A4,2019,26250,8299,145,50.4,2.0,6,13125.0,1383.1666666666667,0,0,0,0
 Q3,2017,19950,25670,145,61.4,2.0,8,9975.0,3208.75,1,0,0,0
 Q7,2017,34950,39202,200,47.9,3.0,8,11650.0,4900.25,0,0,0,0
 Q3,2017,22950,22036,145,47.9,1.4,8,16392.857142857145,2754.5,0,0,0,1
 Q3,2019,27950,13639,145,38.2,1.5,6,18633.333333333332,2273.1666666666665,0,0,0,1
 A1,2012,7475,70000,0,74.3,1.6,13,4671.875,5384.615384615385,1,0,0,0
 A3,2011,6875,70000,30,64.2,2.0,14,3437.5,5000.0,1,0,0,0
 Q2,2018,20450,19529,145,54.3,1.4,7,14607.142857142859,2789.8571428571427,0,0,0,1
 Q2,2018,24950,13145,145,52.3,1.4,7,17821.428571428572,1877.857142857143,0,0,0,1
 Q2,2018,19950,31352,145,54.3,1.4,7,14250.0,4478.857142857143,0,0,0,1
 A4,2016,18950,15135,20,67.3,2.0,9,9475.0,1681.6666666666667,0,0,0,0
 Q3,2016,20950,20719,160,49.6,2.0,9,10475.0,2302.1111111111113,1,0,0,0
 A1,2017,12950,26950,0,67.3,1.0,8,12950.0,3368.75,1,0,0,1
 Q3,2020,28490,10,145,39.8,1.5,5,18993.333333333332,2.0,1,0,0,1
 Q7,2019,45990,6331,145,33.2,3.0,6,15330.0,1055.1666666666667,0,0,0,0
 A5,2019,27490,6445,145,48.7,2.0,6,13745.0,1074.1666666666667,0,0,0,0
 Q2,2019,21990,13,145,49.6,1.6,6,13743.75,2.1666666666666665,1,0,0,0
 Q3,2020,33990,24,145,39.8,1.5,5,22660.0,4.8,1,0,0,1
 A3,2016,22950,17045,200,40.4,2.0,9,11475.0,1893.888888888889,1,0,0,1
 Q5,2017,23950,46048,145,56.5,2.0,8,11975.0,5756.0,0,0,0,0
 A3,2010,4295,97000,20,68.9,1.6,15,2684.375,6466.666666666667,1,0,0,0
 A3,2012,5995,46000,205,40.9,1.6,13,3746.875,3538.4615384615386,1,0,0,1
 A3,2010,6475,65000,145,53.3,2.0,15,3237.5,4333.333333333333,1,0,0,0
 Q3,2012,12990,33029,205,47.9,2.0,13,6495.0,2540.6923076923076,1,0,0,0
 A1,2011,6475,45000,0,70.6,1.6,14,4046.875,3214.285714285714,1,0,0,0
 TT,2012,8990,66896,165,44.1,1.8,13,4994.444444444444,5145.846153846154,1,0,0,1
 A3,2012,6675,55000,30,64.2,2.0,13,3337.5,4230.7692307692305,1,0,0,0
 A4,2010,7375,80000,150,53.3,2.0,15,3687.5,5333.333333333333,1,0,0,0
 A5,2014,10990,78812,30,61.4,2.0,11,5495.0,7164.727272727273,1,0,0,0
 Q3,2019,29450,1459,145,39.8,1.5,6,19633.333333333332,243.16666666666666,1,0,0,1
 Q3,2019,29250,1720,145,39.8,1.5,6,19500.0,286.6666666666667,1,0,0,1
 A1,2012,6790,65794,0,74.3,1.6,13,4243.75,5061.076923076923,1,0,0,0
 A5,2009,6695,73848,235,39.8,1.8,16,3719.4444444444443,4615.5,1,0,0,1
 A3,2007,2795,104000,145,53.3,1.9,18,1471.0526315789475,5777.777777777777,1,0,0,0
 A3,2019,24750,2500,145,52.3,1.6,6,15468.75,416.6666666666667,0,0,0,0
 A1,2016,10550,40494,0,67.3,1.0,9,10550.0,4499.333333333333,1,0,0,1
 A1,2016,10695,52820,0,76.3,1.6,9,6684.375,5868.888888888889,1,0,0,0
 A6,2019,32750,8305,145,39.8,3.0,6,10916.666666666666,1384.1666666666667,0,0,0,0
 A1,2014,7475,70000,0,74.3,1.6,11,4671.875,6363.636363636364,1,0,0,0
 Q7,2014,22995,34000,555,28.5,4.1,11,5608.536585365854,3090.909090909091,0,1,0,0
 A3,2011,5290,87000,30,64.2,2.0,14,2645.0,6214.285714285715,1,0,0,0
 Q7,2017,37950,34003,145,47.9,3.0,8,12650.0,4250.375,0,0,0,0
 Q3,2016,23950,18515,200,40.4,2.0,9,11975.0,2057.222222222222,0,0,0,1
 A4,2016,19950,15261,30,62.8,2.0,9,9975.0,1695.6666666666667,1,0,0,0
 Q3,2019,27950,9859,145,47.1,2.0,6,13975.0,1643.1666666666667,0,0,0,0
 Q3,2017,18450,39087,145,56.5,2.0,8,9225.0,4885.875,1,0,0,0
 A5,2019,32450,3306,145,51.4,2.0,6,16225.0,551.0,0,0,0,0
 A5,2019,32950,2000,145,45.6,2.0,6,16475.0,333.3333333333333,0,0,0,0
 A5,2019,30950,615,145,51.4,2.0,6,15475.0,102.5,0,0,0,0
 A1,2020,28950,1406,145,44.1,1.5,5,19300.0,281.2,0,0,0,1
 A1,2019,23450,3700,145,40.9,2.0,6,11725.0,616.6666666666666,0,0,0,1
 Q3,2019,29450,2298,145,42.8,2.0,6,14725.0,383.0,1,0,0,0
 A7,2019,35950,978,145,48.7,2.0,6,17975.0,163.0,0,0,0,0
 A1,2013,7490,49547,0,74.3,1.6,12,4681.25,4128.916666666667,1,0,0,0
 A3,2010,4490,107304,125,57.6,2.0,15,2245.0,7153.6,1,0,0,0
 A1,2014,8275,60000,125,52.3,1.4,11,5910.714285714286,5454.545454545455,1,0,0,1
 A1,2012,6975,56472,20,68.9,2.0,13,3487.5,4344.0,1,0,0,0
 A1,2013,6575,75000,0,74.3,1.6,12,4109.375,6250.0,1,0,0,0
 TT,2010,6990,49879,265,36.7,2.0,15,3495.0,3325.266666666667,1,0,0,1
 A4,2014,10475,75261,125,60.1,2.0,11,5237.5,6841.909090909091,1,0,0,0
 A4,2014,9999,51514,30,62.8,2.0,11,4999.5,4683.090909090909,1,0,0,0
 A3,2016,12299,19323,20,61.4,1.4,9,8785.0,2147.0,1,0,0,1
 A5,2014,8999,83587,145,53.3,2.0,11,4499.5,7598.818181818182,0,0,0,0
 A3,2015,7999,73643,30,56.5,1.2,10,6665.833333333334,7364.3,1,0,0,1
 A1,2015,9999,51395,0,80.7,1.6,10,6249.375,5139.5,1,0,0,0
 A5,2016,14999,46107,200,40.9,2.0,9,7499.5,5123.0,1,0,0,1
 A6,2017,18999,47506,30,61.4,2.0,8,9499.5,5938.25,0,0,0,0
 Q5,2018,25999,25531,145,40.9,2.0,7,12999.5,3647.285714285714,0,0,0,1
 A1,2016,11999,23640,30,55.4,1.4,9,8570.714285714286,2626.6666666666665,1,0,0,1
 A3,2013,12499,31244,30,64.2,2.0,12,6249.5,2603.6666666666665,0,0,0,0
 TT,2011,9099,75309,200,39.8,2.0,14,4549.5,5379.214285714285,0,0,0,1
 A3,2014,9999,39828,30,57.6,1.2,11,8332.5,3620.7272727272725,1,0,0,1
 A1,2016,12599,26586,30,56.5,1.4,9,8999.285714285716,2954.0,1,0,0,1
 Q3,2017,19999,15003,145,47.9,1.4,8,14285.0,1875.375,0,0,0,1
 A3,2018,14999,22739,145,72.4,1.6,7,9374.375,3248.4285714285716,0,0,0,0
 TT,2017,17799,12205,30,62.8,2.0,8,8899.5,1525.625,1,0,0,0
 A3,2015,15399,50497,160,43.5,1.8,10,8555.0,5049.7,0,0,0,1
 A3,2015,11899,35425,0,74.3,1.6,10,7436.875,3542.5,1,0,0,0
 A3,2015,15282,17456,30,58.9,1.4,10,10915.714285714286,1745.6,0,0,0,1
 A4,2016,14799,17418,0,74.3,2.0,9,7399.5,1935.3333333333333,1,0,0,0
 A1,2016,11499,15224,0,76.3,1.6,9,7186.875,1691.5555555555557,1,0,0,0
 A3,2015,9216,63769,20,68.9,2.0,10,4608.0,6376.9,1,0,0,0
 A3,2015,14999,33207,20,67.3,2.0,10,7499.5,3320.7,1,0,0,0
 A1,2015,10349,31509,0,67.3,1.0,10,10349.0,3150.9,1,0,0,1
 A1,2012,8999,44775,125,52.3,1.4,13,6427.857142857143,3444.230769230769,1,0,0,1
 A1,2015,12521,30006,30,58.9,1.4,10,8943.57142857143,3000.6,1,0,0,1
 TT,2016,12599,52384,30,62.8,2.0,9,6299.5,5820.444444444444,1,0,0,0
 A1,2016,11299,12730,30,57.6,1.4,9,8070.714285714286,1414.4444444444443,1,0,0,1
 A4,2006,3495,105000,300,34.0,2.0,19,1747.5,5526.315789473684,0,0,0,1
 Q5,2011,6195,168017,200,42.1,2.0,14,3097.5,12001.214285714286,1,0,0,0
 A4,2012,11999,43269,145,47.1,2.0,13,5999.5,3328.3846153846152,0,0,0,1
 A5,2016,14800,63332,125,58.9,2.0,9,7400.0,7036.888888888889,1,0,0,0
 A5,2016,15250,28418,145,54.3,2.0,9,7625.0,3157.5555555555557,1,0,0,0
 Q3,2016,16999,49530,160,50.4,2.0,9,8499.5,5503.333333333333,0,0,0,0
 Q3,2017,17799,26360,145,47.9,1.4,8,12713.57142857143,3295.0,0,0,0,1
 A5,2014,12699,69212,125,60.1,2.0,11,6349.5,6292.0,0,0,0,0
 A7,2013,14699,76597,200,47.9,3.0,12,4899.666666666667,6383.083333333333,0,0,0,0
 Q5,2014,19999,37459,260,35.8,2.0,11,9999.5,3405.3636363636365,0,0,0,1
 A1,2016,11899,17271,30,55.4,1.4,9,8499.285714285716,1919.0,1,0,0,1
 Q3,2015,13999,51034,125,60.1,2.0,10,6999.5,5103.4,1,0,0,0
 A3,2014,10799,44880,30,56.5,1.4,11,7713.571428571429,4080.0,0,0,0,1
 TT,2015,15299,58231,160,44.1,2.0,10,7649.5,5823.1,0,0,0,1
 TT,2015,14799,34897,160,46.3,2.0,10,7399.5,3489.7,1,0,0,1
 Q5,2015,15099,80521,200,47.9,2.0,10,7549.5,8052.1,1,0,0,0
 A4,2016,12499,70248,20,70.6,2.0,9,6249.5,7805.333333333333,0,0,0,0
 TT,2015,16999,26258,145,47.1,2.0,10,8499.5,2625.8,1,0,0,1
 Q5,2010,9299,77295,235,43.5,2.0,15,4649.5,5153.0,1,0,0,0
 A3,2017,13995,13291,145,74.3,1.6,8,8746.875,1661.375,1,0,0,0
 A6,2016,13799,38200,30,61.4,2.0,9,6899.5,4244.444444444444,1,0,0,0
 Q3,2017,15699,56653,30,61.4,2.0,8,7849.5,7081.625,1,0,0,0
 A6,2015,15799,80232,125,61.4,2.0,10,7899.5,8023.2,0,0,0,0
 A5,2014,12199,57873,125,58.9,2.0,11,6099.5,5261.181818181818,0,0,0,0
 A6,2016,14999,45194,20,67.3,2.0,9,7499.5,5021.555555555556,0,0,0,0
 S3,2016,22745,22445,160,43.5,2.0,9,11372.5,2493.8888888888887,0,1,0,1
 A3,2009,5000,63241,200,41.5,1.6,16,3125.0,3952.5625,1,0,0,1
 A1,2013,9799,51476,125,53.3,1.4,12,6999.285714285715,4289.666666666667,0,0,0,1
 A3,2016,14299,34078,125,58.9,2.0,9,7149.5,3786.4444444444443,0,0,0,0
 A3,2015,11999,29460,30,64.2,2.0,10,5999.5,2946.0,0,0,0,0
 A3,2011,5899,85246,30,65.7,1.6,14,3686.875,6089.0,1,0,0,0
 A6,2013,8399,83297,145,56.5,2.0,12,4199.5,6941.416666666667,1,0,0,0
 A5,2015,10800,79651,145,54.3,2.0,10,5400.0,7965.1,1,0,0,0
 A4,2016,10200,88151,20,70.6,2.0,9,5100.0,9794.555555555555,1,0,0,0
 A4,2014,12995,45411,125,58.9,2.0,11,6497.5,4128.272727272727,0,0,0,0
 TT,2012,14000,56441,265,36.7,2.0,13,7000.0,4341.615384615385,0,1,0,1
 A3,2013,7000,49525,20,68.9,1.6,12,4375.0,4127.083333333333,1,0,0,0
 A3,2008,2995,136000,205,48.7,2.0,17,1497.5,8000.0,1,0,0,0
 A3,2008,4495,119000,260,37.7,2.0,17,2247.5,7000.0,1,0,0,1
 A5,2009,5495,108000,160,42.8,2.0,16,2747.5,6750.0,1,0,0,1
 A5,2011,8395,85000,200,48.7,2.0,14,4197.5,6071.428571428572,1,0,0,0
 A4,2016,14729,44328,20,70.6,2.0,9,7364.5,4925.333333333333,1,0,0,0
 A4,2007,5495,89000,220,43.4,2.0,18,2747.5,4944.444444444444,1,0,0,0
 Q5,2008,8495,83000,230,42.1,2.0,17,4247.5,4882.35294117647,1,0,0,0
 TT,2008,5495,82000,260,36.7,2.0,17,2747.5,4823.529411764706,0,0,0,1
 Q5,2010,11099,82397,300,37.6,3.0,15,3699.6666666666665,5493.133333333333,0,0,0,0
 A6,2016,18999,52287,125,58.9,2.0,9,9499.5,5809.666666666667,0,0,0,0
 Q5,2009,9495,62000,235,42.1,2.0,16,4747.5,3875.0,1,0,0,0
 Q7,2014,25449,30500,280,38.2,3.0,11,8483.0,2772.7272727272725,0,0,0,0
 S8,2015,31250,25500,305,30.1,4.0,10,7812.5,2550.0,0,0,0,1
 RS6,2015,44950,24987,315,29.4,4.0,10,11237.5,2498.7,0,0,0,1
 Q5,2013,15500,39780,195,47.1,2.0,12,7750.0,3315.0,0,0,0,0
 A4,2013,9350,50765,125,58.9,2.0,12,4675.0,4230.416666666667,0,0,0,0
 A3,2009,5295,68470,150,48.7,1.4,16,3782.1428571428573,4279.375,1,0,0,1
 A3,2013,8599,40646,0,74.3,1.6,12,5374.375,3387.1666666666665,1,0,0,0
 A3,2016,10099,70070,0,74.3,1.6,9,6311.875,7785.555555555556,1,0,0,0
 A8,2015,19699,41522,200,47.9,3.0,10,6566.333333333333,4152.2,0,0,0,0
 A1,2016,10199,19356,0,80.7,1.6,9,6374.375,2150.6666666666665,1,0,0,0
 A4,2016,10999,72419,20,70.6,2.0,9,5499.5,8046.555555555556,1,0,0,0
 Q3,2016,15699,52080,145,52.3,2.0,9,7849.5,5786.666666666667,1,0,0,0
 A6,2014,13794,56292,150,55.4,2.0,11,6897.0,5117.454545454545,0,0,0,0
 Q3,2015,15975,55000,160,49.6,2.0,10,7987.5,5500.0,1,0,0,0
 Q3,2015,14250,63000,125,60.1,2.0,10,7125.0,6300.0,1,0,0,0
 A3,2017,14975,34900,30,58.9,1.4,8,10696.428571428572,4362.5,1,0,0,1
 A3,2015,12700,55583,20,68.9,2.0,10,6350.0,5558.3,1,0,0,0
 A1,2018,15899,10749,145,55.4,1.4,7,11356.428571428572,1535.5714285714287,1,0,0,1
 Q3,2015,10999,89330,30,61.4,2.0,10,5499.5,8933.0,1,0,0,0
 A6,2016,17975,50000,30,61.4,2.0,9,8987.5,5555.555555555556,0,1,0,0
 A4,2015,10475,69000,145,55.4,2.0,10,5237.5,6900.0,1,0,0,0
 TT,2014,19995,27400,265,35.8,2.0,11,9997.5,2490.909090909091,1,0,0,1
 A3,2015,13995,40000,125,61.4,2.0,10,6997.5,4000.0,0,0,0,0
 A1,2016,11995,12000,0,67.3,1.0,9,11995.0,1333.3333333333333,1,0,0,1
 A3,2015,11695,41000,30,57.6,1.4,10,8353.57142857143,4100.0,0,0,0,1
 A3,2016,13995,31558,20,60.1,1.4,9,9996.428571428572,3506.4444444444443,1,0,0,1
 A1,2016,11499,21596,0,67.3,1.0,9,11499.0,2399.5555555555557,1,0,0,1
 Q3,2016,15499,52521,145,54.3,2.0,9,7749.5,5835.666666666667,0,0,0,0
 A5,2015,10995,65000,150,55.4,2.0,10,5497.5,6500.0,1,0,0,0
 A3,2013,6475,75000,20,68.9,1.6,12,4046.875,6250.0,1,0,0,0
 A5,2014,12475,55000,30,61.4,2.0,11,6237.5,5000.0,1,0,0,0
 A5,2012,8975,70000,125,60.1,2.0,13,4487.5,5384.615384615385,1,0,0,0
 TT,2012,7975,75000,145,53.3,2.0,13,3987.5,5769.2307692307695,1,0,0,0
 RS4,2014,25975,60000,555,26.4,4.2,11,6184.523809523809,5454.545454545455,1,0,0,1
 A3,2010,6475,50000,145,48.7,1.4,15,4625.0,3333.3333333333335,1,0,0,1
 A5,2012,9475,60000,125,57.6,2.0,13,4737.5,4615.384615384615,1,0,0,0
 A1,2015,9199,52319,0,80.7,1.6,10,5749.375,5231.9,1,0,0,0
 Q7,2013,17499,69638,300,39.2,3.0,12,5833.0,5803.166666666667,0,0,0,0
 A6,2012,12999,54373,200,47.9,3.0,13,4333.0,4182.538461538462,0,0,0,0
 A1,2016,14999,18251,30,70.6,1.4,9,10713.57142857143,2027.888888888889,0,0,0,1
 A5,2015,19999,18256,260,33.2,3.0,10,6666.333333333333,1825.6,0,0,0,1
 A3,2017,16299,38392,145,65.7,2.0,8,8149.5,4799.0,1,0,0,0
 Q2,2018,19699,9694,145,50.4,1.4,7,14070.714285714286,1384.857142857143,1,0,0,1
 A4,2015,13500,49597,125,60.1,2.0,10,6750.0,4959.7,1,0,0,0
 A5,2015,13500,18560,20,67.3,2.0,10,6750.0,1856.0,1,0,0,0
 A4,2016,14799,39989,0,74.3,2.0,9,7399.5,4443.222222222223,1,0,0,0
 A3,2015,10799,42761,0,83.1,1.6,10,6749.375,4276.1,1,0,0,0
 A4,2016,12499,58204,0,72.4,2.0,9,6249.5,6467.111111111111,1,0,0,0
 A3,2015,9999,50325,0,74.3,1.6,10,6249.375,5032.5,1,0,0,0
 A6,2016,15853,55258,30,61.4,2.0,9,7926.5,6139.777777777777,1,0,0,0
 A4,2017,17480,51527,145,65.7,2.0,8,8740.0,6440.875,0,0,0,0
 A3,1998,4999,55000,265,30.4,1.8,27,2777.222222222222,2037.037037037037,0,0,0,1
 A3,2011,7450,38264,30,64.2,2.0,14,3725.0,2733.1428571428573,1,0,0,0
 A3,2012,6450,73994,30,65.7,1.6,13,4031.25,5691.846153846154,1,0,0,0
 A1,2011,6295,107000,125,53.3,1.4,14,4496.428571428572,7642.857142857143,1,0,0,1
 A1,2011,6995,65000,125,53.3,1.4,14,4996.428571428572,4642.857142857143,1,0,0,1
 A3,2016,14799,51091,20,65.7,2.0,9,7399.5,5676.777777777777,1,0,0,0
 A3,2015,10999,30690,0,83.1,1.6,10,6874.375,3069.0,1,0,0,0
 A1,2014,8400,41083,0,74.3,1.6,11,5250.0,3734.818181818182,1,0,0,0
 A3,2015,8999,83764,20,68.9,2.0,10,4499.5,8376.4,1,0,0,0
 Q7,2014,21999,44985,300,38.2,3.0,11,7333.0,4089.5454545454545,0,0,0,0
 A5,2017,19299,38771,145,67.3,2.0,8,9649.5,4846.375,0,0,0,0
 Q5,2015,19499,48634,200,47.1,2.0,10,9749.5,4863.4,0,0,0,0
 A1,2016,10299,34291,0,76.3,1.6,9,6436.875,3810.1111111111113,1,0,0,0
 TT,2016,16499,16917,145,47.1,1.8,9,9166.111111111111,1879.6666666666667,1,0,0,1
 A5,2016,14999,53085,145,53.3,2.0,9,7499.5,5898.333333333333,0,0,0,0
 A4,2016,14899,49093,30,64.2,2.0,9,7449.5,5454.777777777777,0,0,0,0
 A7,2014,16800,42709,200,47.9,3.0,11,5600.0,3882.6363636363635,0,0,0,0
 Q3,2017,19500,22130,145,47.9,1.4,8,13928.57142857143,2766.25,0,0,0,1
 S5,2013,17495,35000,300,34.9,3.0,12,5831.666666666667,2916.6666666666665,0,0,0,1
 Q5,2017,21100,40860,200,47.1,2.0,8,10550.0,5107.5,0,0,0,0
 A4,2015,13495,21508,125,58.9,2.0,10,6747.5,2150.8,0,0,0,0
 A4,2011,5995,90000,30,61.4,2.0,14,2997.5,6428.571428571428,1,0,0,0
 TT,2003,6490,43000,325,28.8,3.2,22,2028.125,1954.5454545454545,0,0,0,1
 A1,2015,11999,25936,0,80.7,1.6,10,7499.375,2593.6,1,0,0,0
 A3,2015,10999,55443,30,56.5,1.4,10,7856.428571428572,5544.3,1,0,0,1
 A4,2016,14599,14380,0,74.3,2.0,9,7299.5,1597.7777777777778,1,0,0,0
 A3,2015,9699,82932,20,68.9,2.0,10,4849.5,8293.2,1,0,0,0
 A3,2017,13999,18713,145,60.1,1.0,8,13999.0,2339.125,1,0,0,1
 A3,2017,25999,21349,200,39.8,2.0,8,12999.5,2668.625,1,0,0,1
 A3,2016,10799,36851,0,83.1,1.6,9,6749.375,4094.5555555555557,1,0,0,0
 A1,2017,13199,14087,30,55.4,1.4,8,9427.857142857143,1760.875,1,0,0,1
 A3,2015,8499,87549,20,70.6,1.6,10,5311.875,8754.9,1,0,0,0
 A4,2016,12499,31182,125,53.3,1.4,9,8927.857142857143,3464.6666666666665,1,0,0,1
 A1,2016,10999,52865,0,76.3,1.6,9,6874.375,5873.888888888889,0,0,0,0
 A6,2008,2490,323000,200,44.1,2.0,17,1245.0,19000.0,1,0,0,0
 A6,2016,13999,44273,30,65.7,2.0,9,6999.5,4919.222222222223,1,0,0,0
 A4,2015,11199,86281,125,56.5,2.0,10,5599.5,8628.1,0,0,0,0
 A3,2013,10499,65356,20,72.4,1.6,12,6561.875,5446.333333333333,0,0,0,0
 A3,2018,14650,8507,145,49.6,1.6,7,9156.25,1215.2857142857142,1,0,0,0
